Collection Name,Floor Purchase Price,24h%,7d%,Total Float,Floor Cap,Volume,24h Volume%,Sales,24h Owners%,%Float,24h supply%,image_url
winterbears,0.1,6.38,0.00,10004,1000.40,1,0.00000000000000000000,12,0.04,5.06,10.96,https://lh3.googleusercontent.com/NJ613MnyWIT1f_IHi6_YCWrvaF9teraLbyAfhI7OQ17lfOuD5NOAnnu8vTzWv83d5iNcvK7YDpXh4mO1cbGEuNIYnNWlwXovpsOPOw=s120
with-the-light,2.75,-6.78,37.50,99,272.25,3,,1,0.00,8.08,0.00,https://lh3.googleusercontent.com/vtPKgNz-zpU_S5HZwEvqrZN4OJfl0nQGT0gRHX7n8UxcdHXsx6CrZi9tXtO0Ao3ehT0q0KgjTypm-N_qmL2xvzhno9yEric0ixyLPg=s120
wizards-dragons-game-v2,0.0155,-32.61,-57.53,35438,549.29,2,0.00000000000000000000,23,0.06,0.72,1.59,https://lh3.googleusercontent.com/_r5U4nkRK73LKyGb1n64WI-tkAKT2Jg6eGi5E4gLj2T89o9nX4hlC7XffSnnbDqOoM_NT3y4V8lKSXGjg5QJ4N1OjiKJV0WVIG0upQ=s120
woc-official,0.056,12.00,-29.11,7879,441.22,1,-0.66666666666666666667,18,-0.02,10.94,2.50,https://lh3.googleusercontent.com/i7b-gB2pZXNramhHFyzAIrAFJzrhC5K7PnfIHKVXQQ1GoIi-7GmlT3fsi-m9Z91Ipdu7zjtFD4NEs8RCrCzzZYkMTzaaZXmd9AsZeR0=s120
wolf-game,36.0,0.00,0.00,10443,375948.00,0,,0,0.00,0.01,0.00,https://lh3.googleusercontent.com/MMwQ4ukXLIqz0aRRvDDOUEbsqEDjCzKXDFMmmjW9oUHYTeIsmluenp9h6ayKfSgFL969HsvrMZx_SlDe8CCIFM6vWT1bltmCKC3PCw=s120
wolf-game-land,0.3175,-3.50,-3.50,19972,6341.11,11,0.37500000000000000000,33,-0.13,0.82,14.79,https://lh3.googleusercontent.com/MNZ_7zfZRZ-AFrMOPh7Bylc7IkPr-RvGjSGj_YKSrkYX_QKTzQFUvqs4UKx_FTsY1ioGOHYJjRTkiIDuyShcT1li69EilYucMeqhKSY=s120
wolf-game-migrated,0.938,-5.25,0.86,13740,12888.12,11,0.57142857142857142857,11,-0.62,0.88,4.31,https://lh3.googleusercontent.com/Jt0pP1TzhfUrG52l_Ffe0I8KcPWmaUjk14W3R1UuuHM4BJfqS4jBkfv9-euuMQRLxNS44PvV3V_ZtMgkAhS4bBkK8FeFW2qDh-TM6A=s120
womenandweapons,0.27,-8.47,-16.92,10012,2703.24,7,0.00000000000000000000,22,0.02,5.61,3.31,https://lh3.googleusercontent.com/8bgo7liqrG4-rLI-MMnYSR8cNXi8zrgxiDOWaecGavHnHWul82fbZ3wwqxM6WsaelPjP5ApBJB4D6DHT2_gsYD-cCaxYavggPv2f=s120
womenrise,0.485,1.04,-29.20,10011,4855.34,18,0.38461538461538461538,33,-0.05,7.54,1.07,https://lh3.googleusercontent.com/2MsWeFGP4TzS3LiwOTQ4NnmGWvA-cWCcTng-R_ZCve_fYvqJ8slusr-f7y8Q0adO2QrpPWMjD6TadLRrbHfrbrzVGWPSWBLVs-zPGA=s120
wonky-stonks,0.059,0.00,-26.25,8745,515.96,0,,4,-0.04,3.58,7.56,https://lh3.googleusercontent.com/c_WHt7QOiLxXfx6ILsTXzkPmMc3CjcFXNKNFODIM4jXYsIPE_Vc4B_BNiYBqQNrWrVJTV3Fm82ppS_eGNrIH8zG0pKpGVEjDBtlE=s120
wool-pouch,0.44,-6.38,-7.74,9492,4176.48,0,-1.00000000000000000000,0,0.00,0.91,21.13,https://lh3.googleusercontent.com/WbsvgftKvXTeSKmE2C9L6_bVY5Y015WBj0wjcaG7mP3IEy7tX6S6xO63wX1WxvsUuLj4akqHqPHXzq5fj69GPnViZbaLUOQ5N_NJXZE=s120
world-of-women-nft,8.8,2.44,-5.38,10003,88026.40,165,0.52777777777777777778,19,0.12,5.81,5.64,https://lh3.googleusercontent.com/I68L-_MThK4yUXXnUGnNJQBuAtu5w66mg-57ZzKOYDDVI6Y4-XbdMt3SbuVaEymUkoIgv9BdrNa1cbQPPaJKRgaEM9JqpywS-rW4KQ=s120
worldwidewebbland,2.4,-3.92,-15.79,9079,21789.60,239,0.57236842105263157895,78,0.35,4.09,-10.39,https://lh3.googleusercontent.com/Tc7kJNU7hcpmCCykek6ANVhWervl1zhbNIlM_T3VSR1hsSCrOGG6IiNALSs8v-OgUVJvoKW6tVbJWjnJti_o0ihvUNlxFWfZV9V9=s120
wrapped-cryptocards,0.02,-85.29,-85.71,64,1.28,0,,0,0.00,25.00,23.08,https://lh3.googleusercontent.com/ByPl14lqRv2VsFm_drrTcxM7qE4pDRH3A3beQ2lPtes2gJ7gl4qFH1-v-8Vn7I47yLDN4F_QGLT1-Qqi1IIsuM20AkXZUKZX9l800LI=s120
wrapped-cryptopunks,85.0,0.00,0.00,312,26520.00,0,,0,-1.72,0.32,0.00,https://lh3.googleusercontent.com/OnBu_tLdS59m_tThijZTUwikivyOdPFSY30VrD15Ucg8uW0x_bJ9iHQqP1iaQGh6Q5RllO_wFgfzVJunWgL6OWQw=s120
wulfz-official,0.09,-9.09,-5.26,5587,502.83,4,0.00000000000000000000,24,0.54,3.45,1.58,https://lh3.googleusercontent.com/Va5gUjxw0ivEvvN2o7w-uBx6p_6v9cXl8iKzT_0dPMOmDDmT34GWWTSNMKYQ4KNrwx6VSirYodTdUAFXJFqNDWxpHnC1aFwETmL-hA=s120
wvrps-by-warpsound,0.3,-11.50,-40.00,10004,3001.20,11,0.10000000000000000000,29,-0.18,6.18,-3.89,https://lh3.googleusercontent.com/TLyqit6C4onBqWvjnxwApA0pcVTEKQymvkT5L-609EON9C09Y66-GAqY-N_o_g5OCUTQhR1hPPppnFYktblJEmwsQQjuKZoZ66iYpw=s120
x0r,0.085,-3.41,6.25,3164,268.94,0,,0,0.00,1.23,5.41,https://lh3.googleusercontent.com/pw68fAlB2vkx-pVTUndBVUklMLBYZZDz7GNn3iEr-fUpfsqRZ57x8b_JR-H0Le7fLvKBIJNBVpvQ--JPIJzd76fJUS6vn2ouK-CR=s120
x-consoles-0xnft,1.739,-0.06,-15.17,1000,1739.00,0,,0,2.22,2.50,8.70,https://lh3.googleusercontent.com/cPyjveN_9mPFhT2pJOnaX1G7IblI_u_Kw2urm3Y6yuRyl2yc3l1tM6wcF-fgsn-aLqKmhpRo0P29YfCZgIsZoTVKWYjvwtgSA-f1bw=s120
xcopy,4.069,-3.28,-3.12,1260,5126.94,0,,0,-0.14,1.83,9.52,https://lh3.googleusercontent.com/daDz5_fx7WTJO4Ew5uV8thdvy_4edFq7P2T2HKMyaQLPRIGf1dHG1ok7lFsaLGCrU_Y7V3zNL4vys28Oe07DXh7m=s120
xrc,0.14,-0.71,-24.00,6802,952.28,3,-0.25000000000000000000,19,-0.15,5.06,-0.86,https://lh3.googleusercontent.com/PhXdDbLkcFz8qPYTcHHKl52yFt7YupUZxTwRdmPw3vU7vnExEOTEZ1445C5HnT41oB8OSo_EOKTmi7sw6UeuB5tK7YxayO0fUvyaCg=s120
yokai-kingdom,0.041,-14.58,-25.45,8925,365.93,2,1.00000000000000000000,19,-0.32,2.92,-2.25,https://lh3.googleusercontent.com/dDgc45djRUKKu9tu_ZtzWCKEe-7xybSUvNJv8-4mXYtg6N7aYxEFKMaKbd-XaKLunzl2EoDRZBnqo2WnSl0UVtRnFEs08cDohcxm=s120
your-inner-power,1.5,0.00,26.05,34,51.00,0,,0,0.00,14.71,0.00,
yungapesquad,0.043,-2.27,-43.42,6446,277.18,1,-0.50000000000000000000,26,0.00,7.37,1.93,https://lh3.googleusercontent.com/5hztIp0lfRIwrDHfaakE9QDQ2hIJy4g-M9KEgN76EFF44nc3odye9tWhLMnA6pVxL5bEkr3YqGyd8qxMdlNWZdWi_zHdL1xv6yVllQ=s120
zenacademy,0.259,-7.17,-19.06,2,0.52,3,-0.40000000000000000000,10,0.16,100.00,0.00,https://lh3.googleusercontent.com/ew5PicfQ8KUkhec7BTC9apZb4wo25RBd4FKQhHq0nnEbffXPT1pnAIgLgapGP0JcpU80CrCipo75og5eoOtbbp_oK1Kn7PrlwdIH=s120
zenapenft,0.239,-0.42,-4.40,5011,1197.63,2,-0.50000000000000000000,9,0.08,5.21,7.85,https://lh3.googleusercontent.com/nQoqkJdwxQMxFeA9bcSS6xzCLkliYmd_-0SUwtiNobA8RknKCFTMQsZFyOQvbmfAnNroy2MuwzJKSWS6nUIv8UYgIMRgiP4Qm6r2wok=s120
zorbs-v2,0.01,0.00,0.00,56741,567.41,0,,25,0.00,0.61,16.50,https://lh3.googleusercontent.com/O2J_GV66yHfYeHIl-ASFknUqJ1qPB-W1D6xB2Xk-Po9GVE5Te9hkBSPsjCVTTHzq1QYgLppo4LcDtHiV3pxeSfB1b9_fP5pGbiRuUg=s120
zunks,0.022,-8.33,-26.67,10013,220.29,0,,0,0.00,4.44,16.80,https://lh3.googleusercontent.com/KYBJDn7hBsXHbmII7RP_qqlygX82yBsrL4sboj71dl-y8jXx8tX08v7nVc8MrMXFet15Deg0n_vYDrIbnjzrMvGbK-SMgPH5ezoU=s120
